review_text,rating,product_id,time,summary
"This Christmas I decided to treat myself to a Palm computer. After reading the specs on the Palm V and the Palm IIIe, I decided to buy the Palm IIIe. It seems that the only differences are about $200, the Palm V has Flash RAM  making it upgradeable, the cool look of heat blasted anodized aluminum. I  got a soft full-grain black leather case, which makes the Palm IIIe look as  cool as the Palm V. I feel that the Palm IIIe is more portable because you  can get AAA batteries anywhere and do not have to rely on the cradle /  charger. The funny thing is that I'm still using my Casio SF-4985ER Digital  Diary with 256 KB memory for my electronic organizing needs.",3.0,B00000J4FS,947116800,I like the Palm IIIe
"Item is top-notch for those of us dinosaurs who still use VHS tapes (I have six working in the house (as well as many others in various states of [dis]repair), plus DVD recorders/players.However, I can't say much about the packaging from Amazon.  The enclosure was open (YES, OPEN!) at two ends and no paperwork was enclosed.  I'm hoping someone at Amazon reads this and corrects their quality Assurance procedures.Although the tapes are 5-star, I'm giving this order a 3-star rating because of the packaging.",3.0,B00000J1F3,1372204800,Product is A-1; packaging was not
This was a quirky unit that required more effort to use than one would expect. More of a Science Project than an appliance. Low resolution.,3.0,B00004TDN7,1361664000,Quirkey but fun
"I gave these a 3 star rating but only because of the low price, otherwise a 1 or 2.Pros:Lightweight (but what headphones in this class aren't?)Cheap ( but what &#34; ... )Top band and slider rails appear to be made of HDPE plastic which is more flexible, won't become as brittle over time to reduce # of areas likely to break, and yet the top band would be even more durable made of spring metal and then it could hold an adjustment for optimal tension to suit your head sizeFair amount of bass for the cup size and price, not especially boomy, not out of control bass trying to make up for the shortcomings of a small driver and thin/light low volume plastic cupsFair cord length for portable use, ought to be 1' shorter for that but the extra 1' might help if your source is in a bag rather than a pocket nearer your head.90' plug doesn't stick up as far on portable players so they seem less bulky and there's less stress to the headphone jackFairly conservative design, no silly colors or shapes for niche artistic styling that not everyone would like, rather than the purpose of headphones.  They don't look &#34;as&#34; cheap as some in the same price class.Foam cushions are a little higher density than some, letting them sit closer to your ears.You won't care much if you break them or if they are stolen, except then you have no cans till you find a replacement.Cons:Lightweight - They have that empty tin can sound accentuating upper midrange, and they could have put a bit more plastic into the pieces that hold the cups only the adjustment sliders for more durabilityNo strain relief on the wires where they exit the cups.  If you coil your cord up for storage during portable use, you will find this to be one of the early failure modes.Clunky size adjustment, the notches in the HDPE rails are large and HDPE doesn't mold into distinct notches as well as other plasticsPre-molded angle on cups seems a little large compared to many cans, if your ears don't stick out a lot you may find they don't sit as flush against your ears as many cans despite the slight amount of swivel present, which results in loss of hearing much of the lower midrange and bassWhile the bass is fairly controlled for this price,  their marketing dept. fails with the feature &#34;XBS port&#34; because the bass is fairly poor relative to almost any (even slightly) larger cupped cans.  Small, light and portable is good but if you can accept an ounce of weight and a few millimeters size increase there are huge bass improvements to be had on cans with only slightly larger cups, and yet the price on those goes up some too.Although they are inexpensive, it would only cost a few cents more to make them more durable and improve the sound quality.  This seems like a false economy to me, my body and gear weigh dozens of pounds so why is shaving fractions of an ounce off their weight so important?  It isn't, this is just about saving a few cents in manufacturing cost at the expense of the aforementioned details.Overall:It's tempting to pick a product based on the lower price, but often you only get what you pay for.  Yes you could pay the same for inferior cans but don't let some of the more positive reviews fool you, these don't sound good at all relative to cans costly only a few dollar more.  They sound only slightly better than any $2 generic cans you can find anywhere.Despite all the pros I listed, they just don't meet the core purpose of providing good audio.  It is distracting how terrible they sound.  To be fair I would write the same about any $5 cans I've ever heard but on most I didn't see so many positive reviews that misled me into hoping these were different when they aren't.For a reference point, many consider me an audiophile.  My standards seem to be higher than average, but I'm not an elite snob about certain makes and models.  I've owned many a pair of cans and build some of my own audio gear and modify the rest.  Even so I am not trying to compare these against $40 cans, let alone more costly pairs.  They just don't sound good enough to use even if they were free, unless you're only listening to audible books or similar voice.  I would have returned them except that they are so inexpensive that it wasn't worth the bother.",3.0,B00004T8R2,1361232000,Only Because Of The Price
"I wish I had a better rating. I guess it is a little unfair. The headphones themselves are amazing! The bass is really good with songs. BUT, unlike someone else's comment (which swayed my decision to purchase a little), it is not a good size for even kids. I have a really small head and these do not fit me. Plus, I have TMJ and somehow, it squeezes my jaw and it hurts after a few minutes. Ouch. So be aware when buying these that you are sure about the size. They extend quite a bit. So, I think the issue is having a really small head. Although, I am not sure about the other extreme (having a really big head). Ha. I guess the same issue would arise. I have no idea. I wish my head were bigger and my jaw was not so messed up... These are really great headphones otherwise. But, from my experience alone, I have to give a lower rating... Booo. Lol.",3.0,B00004T8R2,1397174400,Oi
"I have not used a GPS unit before, but purchaed this based on reviews.  With nothing to compare it to, I can report the following:  Although the instructions are straight forward, I found that the buttons are not so easy to navigate.  I make many mistakes in programing and have to start over.  I also found the this is not very accurate.  At 500 feet, the GPS unit will show any direction.  I have to get to within 250 feet of a way point to start getting any type of accuracy.  If I did not know the direction of the way point at 400-500 feet I literally have to walk in circles and watch the unit point me false directions.  Again at 250 feet it is accurate.I have used this in the UP of Michigan and it takes about 5 minutes to get the satellites up and running. Also, if you want to save the information on your computer you will need to buy the cords, about $20.00, once I purchased these I then found I would have to purchase the software, it was not free at Garmin, so that would be another $20.00. I returned the cords and did not get the software.  So if you want to save your information plan on spending another $40.00.For my first GPS I think it is okay.  I think if you are hiking, you would need to do a lot more research and probably spend more money to get something with greater accuracy.",3.0,B00003WGP5,1165017600,Ony Okay
"i have my doubts as to whether these things do any good or not. never once have i had one clear up a burn problem. there is no substitute for opening the cabinet and blowing it out w/ something like a Datavac (see product on Amazon; it replaces all those cans of compressed air. one of the best investments i've ever made. i blow the dust of discs BEFORE i put them in the player. that's how most dust get's in them, on the discs!), and cleaning the lens w/ a foam tipped swab and pure alcohol.",3.0,B000001OMA,1404432000,Doubtful as to it's efficacy.
I have a panasonic tv with built in VCR.  VCR doesn't work and tapes were getting stuck.  I thought/hoped this would do the trick.  It didn't help.  I will try to use it on my other VCRs.  Maybe they need some help before they go bad too.,3.0,B00001OWYM,1358294400,I think it is OK
"These are well made headphones and have excellent response in the mid to high end frequencies but come up just a little short in the deep bass response. I did try them with several different sources. I listen to pretty much everything  classic, counrty, folk, rock, you name it( not much on rap or techno ). Compared to my Harmon Kardon and Pioneer speakers  or even cheap Skull Candy earbuds these headphones just didn't cut it for bass.",3.0,B00001WRSJ,1370304000,Nice Headphones but Lacking in Deep Bass
It was a good purchased for the price but the quality of the pictures are not that good. I took a few pictures at a baseball stadium and did not  came out with the quality I expected.,3.0,B00004THCZ,1316995200,Good for the price
"If you don't have an external antenna you will only hear others that are close by. I use this for 4 wheeling my Jeep & there is usually about 12-14 of us in a group back to back and I can only converse with those closest to me. I leave it on channel 19 on the HWY again can only hear those close by (usually right behind me or right in front).What is nice about this unit is that it can use batteries or you can plug it into your cigarette lighter (cord does come with it, but is hidden in the package, so be sure to find it before discarding the packaging. I've had mine since 2007 and use it 3-4/yr.Also, be careful of it falling over on the ""talk"" button. Thankfully we weren't talking about anyone when it happened to us!!",3.0,B00004TKVD,1317600000,"40 feet maybe, not 4 miles"
"I purchased this VCR as a gift for my parents. They've been using it for playback and recording for almost two years now. It has had no problems and has functioned as expected.The controls, remote, and hookups were easy to figure out, with enough -ins and -outs for the basic AV system. This VCR functions much quiter than the one it replaced.",4.0,B00004NKHY,1037145600,"Good, no-frills VCR"
"Pros: Bass is amazing, mid range sounds like your right there in theGreat pair of phones for the price I believe.performance.  High range sounds incredible. Feels light and comfortable. Keeps you connected with surroundings. Comes with a pretty gold extension plug haha I can play my music full blast and the music just sounds even more clear, and no pressure from the loudness. Just more juicy.Cons: A little weird on the ears when the head band it pulled to fit around the back of the head. A little pressure on the top of my ears with head band pulled up over the top of head. No instructions on which way to wear the phones.",4.0,B00001P505,1236816000,Excellent
"I bought this lens not quite realizing it didn't have Image Stabilization (my bad). It's an excellent lens, I like the optics (though I do wish the aperture was a little bigger) though the lack of image stabilization means you likely have to use a tripod for taking quality pictures.",4.0,B00004THCZ,1391990400,"great lens, but I wish it had Image Stabilization"
"I bought these headphones for my kids' portable DVD players; they were smaller in nature and inexpensive, so I thought them to be a perfect fit.  The fit is good for my six year old, but not so much for my three year old.  They were inexpensive, so I didn't expect much out of them, but they have pretty good sound.  I only wish they had cupped ear covers, so that they would stay on better in the back seat; but for this price, you really can't complain.",4.0,B00004T8R2,1358121600,Great Little Headphone for Light Use
